Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
2.190181125,-1.614549398,-1.270547271,-0.757786751,2.189817546
2.200115125,-2.095718145,-1.259997725,-0.654598892,2.531428159
2.210049125,-2.512641191,-1.376916766,-0.511918962,2.910554339
2.219983125,-2.818322659,-1.518451571,-0.429124475,3.229982291
2.229917125,-3.007858753,-1.526444435,-0.408787042,3.3976983
2.239850125,-3.071244001,-1.379528522,-0.386748314,3.388984054
2.249784125,-3.075859785,-0.964158773,-0.352497697,3.242648637
2.259718125,-3.039649487,-0.409802884,-0.346148968,3.086620565
2.269652125,-2.924462318,-0.080581866,-0.312839448,2.942251147
2.279585125,-2.69063592,-0.03638671,-0.27765885,2.705169141
2.289519125,-2.414292097,-0.182328179,-0.283060551,2.437657312
2.299453125,-2.153790236,-0.419585198,-0.323392808,2.217982648
2.309387125,-2.005765438,-0.49505493,-0.373363554,2.099422473
2.319320125,-2.011108398,-0.250661701,-0.380004138,2.061987251
2.329254125,-2.122235537,0.262268484,-0.329315692,2.163588976
2.339188125,-2.261298418,0.914611936,-0.24048543,2.451085223
2.349122125,-2.247849703,1.347432733,-0.234424189,2.631227462
2.359055125,-1.864428639,1.031890273,-0.423703581,2.172651931
2.368989125,-1.265165448,0.601903796,-0.488746077,1.483847876
2.378923125,-1.025397897,0.528199971,-0.579652548,1.290903998
2.388857125,-1.161222577,0.638243437,-0.73157388,1.513602623
2.398790125,-1.431765079,0.640685797,-0.918943763,1.817934865
2.408724125,-1.647066712,0.285353541,-1.056011558,1.977224269
2.418658125,-1.779990196,-0.285644978,-1.1206218,2.122675522
2.428592125,-1.815777779,-0.909291446,-1.112437367,2.315464699
2.438526125,-1.778967619,-1.634441495,-1.042348027,2.631086125
2.448459125,-1.704744935,-2.08195138,-0.971936166,2.861002753
2.458393125,-1.605439186,-2.182011604,-0.92188549,2.86155246
2.468327125,-1.523373604,-2.265702248,-0.87703526,2.867623521
2.478261125,-1.485208988,-2.412827015,-0.738540232,2.927972271
2.488194125,-1.360869169,-2.342161179,-0.56109786,2.766317894
2.498128125,-1.141206622,-2.125684738,-0.415605605,2.448186304
2.508062125,-0.869692504,-1.802630663,-0.330059439,2.028492443
2.517996125,-0.584666371,-1.42284894,-0.309614867,1.569138374
2.527929125,-0.26747191,-1.043890476,-0.338671833,1.12957831
2.537863125,0.08091484,-0.69658494,-0.389869779,0.802356676
2.547797125,0.433911353,-0.408273786,-0.398116201,0.716563366
2.557731125,0.724200964,-0.246386886,-0.340970367,0.837516761
2.567665125,0.941112757,-0.083456323,-0.248349845,0.976901133
2.577598125,1.073599935,0.146820292,-0.157078803,1.094918612
2.587532125,1.119480014,0.269637614,-0.079067148,1.154206029
2.597466125,1.14110136,0.154786929,0.028079543,1.151893992
2.607400125,1.158249617,-0.094725624,0.133202955,1.169725671
2.617333125,1.053838015,-0.328047574,0.234159932,1.128282166
2.627267125,0.745844722,-0.407355398,0.293180078,0.898986834
2.637201125,0.338660479,-0.437218994,0.285326123,0.622304078
2.647135125,-0.080491781,-0.567826271,0.224575698,0.615905711
2.657068125,-0.400388807,-0.823732078,0.113600194,0.922903428
2.667002125,-0.568547308,-1.14918685,-0.041927669,1.28282282
2.676936125,-0.653064013,-1.446620703,-0.177050605,1.597044451
2.686870125,-0.645458758,-1.621453285,-0.274280697,1.766623238
2.696804125,-0.54780066,-1.62446475,-0.353277773,1.750364669
2.706737125,-0.325112224,-1.384874701,-0.436515778,1.487992581
2.716671125,-0.132561401,-1.013795495,-0.425616503,1.107476067
2.726605125,-0.000589265,-0.720765173,-0.240532681,0.759841268
2.736539125,0.137319326,-0.59620887,-0.005140932,0.611839884
2.746472125,0.434158236,-0.540623426,0.145922706,0.708562276
2.756406125,0.875180602,-0.385358751,0.253362089,0.989259724
2.766340125,0.805488229,-0.00977925,0.460149854,0.927709442
2.776274125,-0.047845788,0.785174072,0.489715993,0.926611729
2.786207125,-0.446937561,1.421565652,0.446586967,1.555648419
2.796141125,-0.350223273,1.091183186,0.26032415,1.175204556
2.806075125,-0.057707939,0.724132717,0.093006536,0.732358255
2.816009125,0.385421038,0.729361594,0.049995422,0.826448579
2.825943125,0.880449653,1.119364262,0.124281332,1.429550206
2.835876125,1.324772358,1.718427777,0.20988518,2.179923764
2.845810125,1.715487957,2.262744904,0.207857296,2.847124529
2.855744125,2.120382309,2.490164757,0.239307627,3.279361187
2.865678125,2.495708466,2.482853174,0.360592961,3.538806001
2.875611125,2.699297905,2.489255428,0.527311921,3.709536309
2.885545125,2.554801464,2.711375237,0.659582615,3.783333903
2.895479125,2.062527895,2.931382418,0.725071073,3.656877392
2.905413125,1.450917244,2.703654289,0.873235941,3.190211337
2.915347125,0.970172763,1.976880074,1.059679031,2.44381048
2.925280125,0.873967469,0.859220326,1.015551805,1.591673388
2.935214125,1.145626068,-0.33091706,0.653035998,1.35956655
2.945148125,1.510380268,-1.161198497,0.180996194,1.913737214
2.955082125,1.755556226,-1.347761154,-0.133910611,2.21728885
2.965015125,1.874974728,-0.985184669,-0.236776128,2.131239545
2.974949125,1.982885718,-0.349017054,-0.179234535,2.021329685
2.984883125,2.084376335,0.300490439,-0.092431255,2.107952264
2.994817125,2.101451159,0.770229161,-0.055121161,2.238836366
3.004751375,2.003691673,0.96840328,-0.07761427,2.226793481
3.014684375,1.800087333,0.877353013,-0.068313979,2.003678995
3.024618375,1.57434082,0.545729637,0.100598462,1.669278259
3.034552375,1.463353872,0.210159391,0.322818995,1.513203102
3.044486375,1.43595016,0.08655908,0.469074577,1.513101548
3.054419375,1.456891179,0.183750346,0.529682517,1.561044415
3.064353375,1.49292922,0.405336112,0.560903966,1.64552371
3.074287375,1.514090776,0.645199358,0.57753247,1.744218119
3.084221375,1.491364598,0.809723079,0.61101687,1.803652252
3.094155375,1.437037468,0.871316969,0.647839904,1.801101465
3.104088375,1.342867136,0.815039694,0.669326365,1.707506847
3.114022375,1.252087474,0.698723733,0.67749989,1.585857497
3.123956375,1.236940742,0.569047928,0.662799835,1.514312241
3.133890375,1.317166686,0.437927723,0.649343431,1.532434553
3.143823375,1.407285213,0.363170892,0.621133983,1.580554394
3.153757375,1.433913589,0.357488215,0.59189409,1.591931097
3.163691375,1.38498807,0.390149176,0.566791952,1.546499741
3.173625375,1.280239582,0.455726326,0.555131018,1.467947655
3.183559375,1.174856782,0.555603027,0.562634349,1.416171103
3.193492375,1.086132169,0.674969614,0.559197783,1.395696682
3.203426375,1.003723145,0.773073733,0.504442453,1.363658805
3.213360375,0.915754199,0.793505728,0.419576615,1.282303252
3.223294375,0.77509135,0.724588096,0.361547232,1.120941975
3.233227375,0.556670368,0.611108184,0.356821448,0.900364735
3.243161375,0.297045141,0.462192804,0.385761142,0.671319344
3.253095375,0.078010254,0.298140734,0.412487805,0.514897744
3.263029375,-0.045934971,0.187884569,0.414007664,0.456960588
3.272963375,-0.063060433,0.201596648,0.349902958,0.408717392
3.282896375,0.003022678,0.328489572,0.180805609,0.374973604
3.292830375,0.07215488,0.48006019,-0.048970602,0.487916215
3.302764375,0.024719406,0.594205916,-0.257002056,0.647874815
3.312698375,-0.177256063,0.644083977,-0.381160498,0.769121061
3.322631375,-0.509398878,0.532482445,-0.330417544,0.807589329
3.332565375,-0.871099591,0.220692322,-0.190734714,0.918639935
3.342499375,-1.155875087,-0.222446844,-0.097545557,1.18112021
3.352433375,-1.346729159,-0.558672011,-0.224780992,1.475235689
3.362367375,-1.57151103,-0.711005092,-0.406925231,1.77221988
3.372300375,-1.862702608,-0.835509479,-0.574989319,2.120931355
3.382234375,-2.183783531,-1.11786139,-0.706977129,2.55310424
3.392168375,-2.500273466,-1.504063725,-0.856111765,3.040806217
3.402102375,-2.731930494,-1.660495758,-0.95162499,3.335607967
3.412036375,-2.841505766,-1.490170121,-0.959727108,3.349005544
3.421969375,-2.854329586,-1.196457744,-0.929482758,3.231508427
3.431903375,-2.853109121,-0.864849508,-0.860939085,3.103129459
3.441837375,-2.863843679,-0.507929206,-0.740444005,3.001308052
3.451771375,-2.863873005,-0.200539201,-0.630242169,2.939249862
3.461704375,-2.833533287,0.06121178,-0.567242205,2.890401614
3.471638375,-2.762455702,0.361364126,-0.524305701,2.834897177
3.481572375,-2.671965837,0.691604257,-0.504975319,2.80583641
3.491506375,-2.552087784,0.973439395,-0.503867447,2.777520246
3.501440375,-2.426399708,1.141206384,-0.507402003,2.728960305
3.511373375,-2.273148775,1.192507148,-0.522544742,2.619605249
3.521307375,-2.021814823,1.010161042,-0.59433192,2.336961904
3.531241375,-1.571084142,0.493949115,-0.739807367,1.805437911
3.541175375,-1.14310348,-0.004004814,-0.646110952,1.313073101
3.551108375,-0.86589849,-0.29000622,-0.670624793,1.132970174
3.561042375,-0.982951224,-0.250793904,-0.830929458,1.311310206
3.570976375,-1.232505322,-0.09395662,-1.015253186,1.59957377
3.580910375,-1.460820794,-0.072943956,-1.131910086,1.849469831
3.590844375,-1.698012829,-0.282435924,-1.172054052,2.082481289
3.600777375,-1.950035572,-0.8087731,-1.11865592,2.389172185
3.610711375,-2.183392286,-1.571419835,-0.982659757,2.863945246
3.620645375,-2.283725023,-2.09434104,-0.827902377,3.207348861
3.630579375,-2.24820137,-2.450148106,-0.702169478,3.398628711
3.640512375,-2.128128529,-2.704005718,-0.627477705,3.497757314
3.650446375,-1.939421415,-2.835689545,-0.600796878,3.48761344
3.660380375,-1.632810354,-2.826178789,-0.58567977,3.316078557
3.670314375,-1.24172163,-2.652586699,-0.574548542,2.984659918
3.680248375,-0.83283937,-2.357671261,-0.592265427,2.569632956
3.690181375,-0.453291237,-2.017915487,-0.613450587,2.15726157
3.700115375,-0.084291868,-1.603600621,-0.598104417,1.713583662
3.710049375,0.285375655,-1.141289473,-0.585368097,1.3140155
3.719983375,0.615065217,-0.700367749,-0.580301642,1.097984609
3.729917375,0.893636107,-0.316845179,-0.543278933,1.092761803
3.739850375,1.096321821,-0.007861662,-0.455201894,1.187093975
3.749784375,1.180818081,0.1609492,-0.315344125,1.232752166
3.759718375,1.149247885,0.27625668,-0.168962196,1.194000284
3.769652375,1.147579908,0.28497985,-0.049493857,1.18347066
3.779586375,1.227052689,0.18696028,0.019525215,1.241367665
3.789519375,1.25226295,0.062807716,0.068534568,1.255708681
3.799453375,1.162962914,-0.111006953,0.099694885,1.172494926
3.809387375,0.95764941,-0.202694535,0.15231815,0.990645388
3.819321375,0.641771555,-0.088419467,0.251798779,0.695047736
3.829254375,0.309217781,0.024147291,0.357121199,0.47300558
3.839188375,-0.004888158,-0.103869356,0.369506329,0.383858912
3.849122375,-0.27502057,-0.484752536,0.257527322,0.613955744
3.859056375,-0.496686488,-1.006802082,0.057343315,1.124115722
3.868990375,-0.621804655,-1.423295259,-0.133358195,1.558908218
3.878923375,-0.581312239,-1.643003106,-0.293420851,1.767336675
3.888857375,-0.381182104,-1.645533919,-0.377189517,1.73070899
3.898791375,-0.062362634,-1.4433254,-0.325964332,1.480989553
3.908725375,0.306625515,-1.12573278,-0.154725209,1.176959382
3.918659375,0.640624821,-0.773325205,0.076814771,1.007140776
3.928592375,0.929014564,-0.414106548,0.199451745,1.036500502
3.938526375,1.194810987,0.069762938,0.082628697,1.199694821
3.948460375,1.317198634,0.66421783,-0.002981811,1.475197091
3.958394375,0.835345089,1.222116709,0.177629843,1.490947024
3.968327375,-0.178478733,1.588700294,0.392042279,1.646062099
3.978261375,-0.59170109,1.380899549,0.512443423,1.587322275
3.988195375,-0.454158962,0.987059236,0.353078008,1.142458042
3.998129375,0.002754352,0.887125671,0.117881246,0.894927668
4.008062875,0.598781765,1.056757808,-0.038041774,1.215205268
4.017995875,1.170038581,1.278868079,0.011161494,1.733383519
4.027929875,1.634406805,1.672477484,0.066284932,2.339414506
4.037863875,2.010708809,2.271181822,0.062311765,3.033990695
4.047797875,2.28838563,2.671425581,0.137905329,3.520261539
4.057731875,2.441283226,2.766978264,0.319171846,3.703768779
4.067664875,2.339044094,2.787324667,0.555263996,3.680845579
4.077598875,1.922904849,2.911472321,0.811603367,3.582308496
4.087532875,1.334360838,3.07646966,1.065136552,3.518479826
4.097466875,0.781935871,2.958604336,1.27003324,3.31326844
4.107400875,0.679386377,2.150681257,1.213517547,2.56117562
4.117333875,1.090895414,0.716335833,0.810217619,1.536112763
4.127267875,1.565260887,-0.832488358,0.249941811,1.79040482
4.137201875,1.753535509,-1.624165058,-0.151834011,2.394963984
4.147135875,1.732353568,-1.599718809,-0.310173839,2.378309686
4.157068875,1.73112309,-1.061389804,-0.262183934,2.047455954
4.167002875,1.754032016,-0.29602772,-0.119804949,1.782866778
4.176936875,1.720656633,0.339430302,-0.001772395,1.753817357
4.186870875,1.58082974,0.68718636,0.083472997,1.725750706
4.196804875,1.390766859,0.776067078,0.136387229,1.598472409
4.206737875,1.255996823,0.708556771,0.209256113,1.457178383
4.216671875,1.242021799,0.520326376,0.366557121,1.395608043
4.226605875,1.262300968,0.311201632,0.491193324,1.389791737
4.236539875,1.26262033,0.205729201,0.5295735,1.384551441
4.246473875,1.23402071,0.221679941,0.535666823,1.36341045
4.256406875,1.176139832,0.281346172,0.531847417,1.321106448
4.266340875,1.104558587,0.322878689,0.523868561,1.264412349
4.276274875,1.048165798,0.349027306,0.505462527,1.214892574
4.286208875,1.041836739,0.37582776,0.478401065,1.206456743
4.296142875,1.093069911,0.395689428,0.454608053,1.2482149
4.306075875,1.177155256,0.403546572,0.419862866,1.313327514
4.316009875,1.268065929,0.409843326,0.382558614,1.386475332
4.325943875,1.312856078,0.436673611,0.357516915,1.429018289
4.335877875,1.313216925,0.463732123,0.360353202,1.43855504
4.345810875,1.296440363,0.497691989,0.382995665,1.440534835
4.355744875,1.271168828,0.54889667,0.43196708,1.450432109
4.365678875,1.244023442,0.634164453,0.489103854,1.479520685
