"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.518620792E0,-6.517553926E-1,-1.804879069E0,-6.605209708E-1,2.029448570E0
2.528588792E0,-5.244377851E-1,-1.566327333E0,-4.983348250E-1,1.725327187E0
2.538555792E0,-3.393766284E-1,-1.211853385E0,-3.725465536E-1,1.312461831E0
2.548523792E0,-1.322699934E-1,-8.142910004E-1,-2.530785501E-1,8.629101558E-1
2.558490792E0,7.177395374E-2,-4.322818220E-1,-1.172314808E-1,4.536102888E-1
2.568458792E0,2.736431658E-1,-1.672672033E-1,2.711637318E-2,3.218605245E-1
2.578425792E0,4.720403850E-1,-4.743588343E-2,1.978564113E-1,5.140228085E-1
2.588393792E0,7.088314295E-1,-3.701446578E-2,4.006866217E-1,8.150839435E-1
2.598360792E0,9.968147278E-1,-1.158996969E-1,6.819140315E-1,1.213292664E0
2.608328792E0,1.279143214E0,-2.994055748E-1,1.077260375E0,1.698923476E0
2.618295792E0,1.491769910E0,-6.350403428E-1,1.541627765E0,2.237246045E0
2.628263792E0,1.574741840E0,-1.054316163E0,1.985406399E0,2.744673570E0
2.638231792E0,1.468989134E0,-1.442014933E0,2.349309206E0,3.123554047E0
2.648198792E0,8.497658968E-1,-1.863262177E0,2.694605589E0,3.384486268E0
2.658166792E0,-6.187524796E-1,-2.502355337E0,2.939044952E0,3.909299438E0
2.668133792E0,-1.587593198E0,-2.557158709E0,2.680416584E0,4.030402695E0
2.678101792E0,-9.089749455E-1,-2.155170679E0,1.951192379E0,3.046005221E0
2.688068792E0,4.356803000E-1,-1.491144419E0,1.116541028E0,1.913110783E0
2.698036792E0,1.214304447E0,-1.052452475E-1,2.541433275E-1,1.245070554E0
2.708003792E0,1.383677721E0,1.560360670E0,-2.077754140E-1,2.095819668E0
2.717971792E0,1.177543998E0,2.852926016E0,-3.271574676E-1,3.103679869E0
2.727938792E0,8.935829997E-1,3.279694796E0,-3.551723957E-1,3.417753057E0
2.737906792E0,7.442675233E-1,2.397374392E0,-3.857718706E-1,2.539716137E0
2.747873792E0,7.019273639E-1,6.787359715E-1,-3.585058451E-1,1.040149501E0
2.757841792E0,6.375265718E-1,-1.083709598E0,-1.974999160E-1,1.272742251E0
2.767808792E0,5.393038988E-1,-1.738893151E0,8.751276135E-2,1.822705838E0
2.777776792E0,5.288954377E-1,-1.398916960E0,3.172801733E-1,1.528844581E0
2.787743792E0,5.034180880E-1,-6.601673961E-1,6.140477061E-1,1.032620621E0
2.797711792E0,4.402888715E-1,-1.663904637E-1,8.479840159E-1,9.698540963E-1
2.807678792E0,4.151844084E-1,-3.953894377E-1,9.360611439E-1,1.097689102E0
2.817646792E0,3.480879366E-1,-1.241598248E0,9.200614095E-1,1.584059475E0
2.827613792E0,-1.372496877E-2,-1.728661895E0,9.196943045E-1,1.958136342E0
2.837581792E0,-3.549267650E-1,-1.781972170E0,7.096819282E-1,1.950652778E0
2.847548792E0,-5.559206009E-1,-1.527005076E0,4.339664578E-1,1.681998545E0
2.857516792E0,-7.041686773E-1,-1.122014642E0,2.863109708E-1,1.355265418E0
2.867483792E0,-8.171606660E-1,-7.791959643E-1,2.566983104E-1,1.157925700E0
2.877451792E0,-8.587659001E-1,-4.297239780E-1,2.518995702E-1,9.927713544E-1
